step, predict
5040,4.64485e-09
5050,4.53027e-09
5060,4.63857e-09
5070,4.58767e-09
5080,4.63322e-09
5090,4.58527e-09
5100,4.46052e-09
5110,4.62166e-09
5120,4.72268e-09
5130,4.60548e-09
5140,4.54315e-09
5150,4.7278e-09
5160,4.46418e-09
5170,4.58667e-09
5180,4.51499e-09
5190,4.46008e-09
5200,4.33576e-09
5210,4.36073e-09
5220,4.19075e-09
5230,4.11984e-09
5240,3.89612e-09
5250,3.69417e-09
5260,3.77882e-09
5270,3.75112e-09
5280,3.84358e-09
5290,3.71873e-09
5300,3.7085e-09
5310,3.67727e-09
5320,3.72154e-09
5330,3.80685e-09
5340,3.59549e-09
5350,3.65902e-09
5360,3.58e-09
5370,3.54325e-09
5380,3.54391e-09
5390,3.48744e-09
5400,3.55102e-09
5410,3.47837e-09
5420,3.56241e-09
5430,3.48821e-09
5440,3.52309e-09
5450,3.36932e-09
5460,3.37256e-09
5470,3.26579e-09
5480,3.27879e-09
5490,3.27868e-09
5500,3.21152e-09
5510,3.1847e-09
5520,3.00524e-09
5530,2.99676e-09
5540,2.86843e-09
5550,2.9113e-09
5560,2.9192e-09
5570,2.91666e-09
5580,2.91839e-09
5590,2.90231e-09
5600,2.85294e-09
5610,2.77306e-09
5620,2.82193e-09
5630,2.7102e-09
5640,2.80004e-09
5650,2.74066e-09
5660,2.80668e-09
5670,2.79573e-09
5680,2.76573e-09
5690,2.65624e-09
5700,2.65016e-09
5710,2.62208e-09
5720,2.56521e-09
5730,2.5576e-09
5740,2.56996e-09
5750,2.56101e-09
5760,2.5678e-09
5770,2.55811e-09
5780,2.58516e-09
5790,2.5151e-09
5800,2.33371e-09
5810,2.36541e-09
5820,2.2941e-09
5830,2.16142e-09
5840,2.10408e-09
5850,2.07484e-09
5860,2.00961e-09
5870,2.02685e-09
5880,2.01633e-09
5890,2.03297e-09
5900,2.03245e-09
5910,2.01918e-09
5920,1.97304e-09
5930,2.02638e-09
5940,2.02753e-09
5950,2.01135e-09
5960,1.8901e-09
5970,1.93912e-09
5980,1.97753e-09
5990,1.96951e-09
6000,1.93279e-09
6010,1.9338e-09
6020,1.90524e-09
6030,1.94002e-09
6040,1.96797e-09
6050,1.9095e-09
6060,1.83125e-09
6070,1.89172e-09
6080,1.88114e-09
6090,1.85849e-09
6100,1.74851e-09
6110,1.80544e-09
6120,1.75168e-09
6130,1.77517e-09
6140,1.68683e-09
6150,1.69572e-09
6160,1.56089e-09
6170,1.53405e-09
6180,1.4761e-09
6190,1.48367e-09
6200,1.51162e-09
6210,1.50926e-09
6220,1.50338e-09
6230,1.54625e-09
6240,1.51861e-09
6250,1.48198e-09
6260,1.43501e-09
6270,1.39762e-09
6280,1.45598e-09
6290,1.44859e-09
6300,1.38053e-09
6310,1.39854e-09
6320,1.34758e-09
6330,1.35907e-09
6340,1.28465e-09
6350,1.28514e-09
6360,1.26027e-09
6370,1.29603e-09
6380,1.2738e-09
6390,1.30432e-09
6400,1.29202e-09
6410,1.24447e-09
6420,1.29359e-09
6430,1.28211e-09
6440,1.29267e-09
6450,1.27233e-09
6460,1.2402e-09
6470,1.15349e-09
6480,1.14602e-09
6490,1.10935e-09
6500,1.14483e-09
6510,1.11426e-09
6520,1.14946e-09
6530,1.15183e-09
6540,1.11618e-09
6550,1.12802e-09
6560,1.14809e-09
6570,1.11779e-09
6580,1.08167e-09
6590,9.8181e-10
6600,9.96236e-10
6610,9.79848e-10
6620,9.88177e-10
6630,9.71877e-10
6640,9.24974e-10
6650,9.14346e-10
6660,9.22035e-10
6670,9.37903e-10
6680,9.26956e-10
6690,8.60078e-10
6700,8.58197e-10
6710,8.6298e-10
6720,8.52597e-10
6730,8.59215e-10
6740,8.25322e-10
6750,8.67411e-10
6760,8.89949e-10
6770,8.57465e-10
6780,8.5737e-10
6790,8.77588e-10
6800,8.64984e-10
6810,8.87144e-10
6820,8.49034e-10
6830,8.78713e-10
6840,8.67153e-10
6850,8.32701e-10
6860,8.03119e-10
6870,8.16281e-10
6880,8.21747e-10
6890,7.99083e-10
6900,7.44662e-10
6910,7.35703e-10
6920,7.58418e-10
6930,7.33374e-10
6940,7.47942e-10
6950,7.64029e-10
6960,7.47322e-10
6970,6.93918e-10
6980,7.02306e-10
6990,6.93659e-10
7000,6.85719e-10
7010,6.78951e-10
7020,6.33883e-10
7030,6.46212e-10
7040,6.43383e-10
7050,6.48238e-10
7060,6.46251e-10
7070,6.42034e-10
7080,6.36616e-10
7090,6.40115e-10
7100,6.39762e-10
7110,6.53167e-10
7120,6.45207e-10
7130,6.50256e-10
7140,6.11694e-10
7150,5.50548e-10
7160,5.31529e-10
7170,5.45953e-10
7180,5.4792e-10
7190,5.29824e-10
7200,5.56468e-10
7210,5.37725e-10
7220,5.33086e-10
7230,5.52621e-10
7240,5.48923e-10
7250,5.30908e-10
7260,5.59761e-10
7270,5.23488e-10
7280,5.37887e-10
7290,5.47378e-10
7300,5.19229e-10
7310,5.03328e-10
7320,4.82343e-10
7330,5.01641e-10
7340,4.89236e-10
7350,5.02672e-10
7360,4.77725e-10
7370,4.50497e-10
7380,4.57302e-10
7390,4.37895e-10
7400,4.68355e-10
7410,4.52513e-10
7420,4.62883e-10
7430,4.10828e-10
7440,4.23839e-10
7450,4.32254e-10
7460,4.15767e-10
7470,4.27442e-10
7480,4.2085e-10
7490,4.05532e-10
7500,4.24001e-10
7510,4.15292e-10
7520,4.08981e-10
7530,4.22919e-10
7540,4.20376e-10
7550,4.21287e-10
7560,4.20494e-10
7570,4.16381e-10
7580,4.19928e-10
7590,4.18015e-10
7600,4.09049e-10
7610,4.3196e-10
7620,3.72074e-10
7630,3.75727e-10
7640,3.60886e-10
7650,3.67066e-10
7660,3.7522e-10
7670,3.83947e-10
7680,3.73293e-10
7690,3.73012e-10
7700,3.73317e-10
7710,3.69435e-10
7720,3.67617e-10
7730,3.75037e-10
7740,3.60456e-10
7750,3.49071e-10
7760,3.45895e-10
7770,3.42432e-10
7780,3.35672e-10
7790,3.40918e-10
7800,3.33185e-10
7810,3.19538e-10
7820,2.73673e-10
7830,2.18008e-10
7840,2.4927e-10
7850,2.21131e-10
7860,2.18291e-10
7870,2.19541e-10
7880,2.44213e-10
7890,2.31422e-10
7900,2.12191e-10
7910,2.31497e-10
7920,2.39804e-10
7930,2.19044e-10
7940,2.1561e-10
7950,2.4483e-10
7960,2.40423e-10
7970,2.21851e-10
7980,2.14355e-10
7990,2.51101e-10
8000,2.44724e-10
8010,2.32566e-10
8020,2.38792e-10
8030,2.1976e-10
8040,2.22017e-10
8050,2.29788e-10
8060,2.4498e-10
8070,2.20915e-10
8080,2.36733e-10
8090,2.12507e-10
8100,2.19636e-10
8110,2.30245e-10
8120,2.2003e-10
8130,2.2016e-10
8140,2.67805e-10
8150,2.40544e-10
8160,2.52603e-10
8170,2.1985e-10
8180,2.33187e-10
8190,2.14732e-10
8200,1.91082e-10
8210,2.06638e-10
8220,2.02902e-10
8230,1.88728e-10
8240,1.89166e-10
8250,1.90925e-10
8260,2.21324e-10
8270,1.84958e-10
8280,1.90497e-10
8290,1.91627e-10
8300,2.56344e-10
8310,3.46483e-10
8320,2.71188e-10
8330,2.63479e-10
8340,2.0792e-10
8350,1.65244e-10
8360,1.65684e-10
8370,1.6428e-10
8380,1.60876e-10
8390,1.62822e-10
8400,1.67158e-10
8410,1.64512e-10
8420,1.60635e-10
8430,1.60829e-10
8440,1.63758e-10
8450,1.63197e-10
8460,1.62223e-10
8470,1.61978e-10
8480,1.61644e-10
8490,1.66208e-10
8500,1.63024e-10
8510,1.65195e-10
8520,1.66024e-10
8530,1.63051e-10
8540,1.63986e-10
8550,1.63572e-10
8560,1.66583e-10
8570,1.6213e-10
8580,1.6552e-10
8590,1.65383e-10
8600,1.67883e-10
8610,1.63417e-10
8620,1.62459e-10
8630,1.60927e-10
8640,1.6597e-10
8650,1.63646e-10
8660,1.65569e-10
8670,1.62407e-10
8680,1.6369e-10
8690,1.45396e-10
8700,1.27789e-10
8710,1.33649e-10
8720,1.31118e-10
8730,1.31503e-10
8740,1.28275e-10
8750,1.24316e-10
8760,1.24904e-10
8770,1.24373e-10
8780,1.2472e-10
8790,1.2676e-10
8800,1.24287e-10
8810,1.30503e-10
8820,1.28307e-10
8830,1.2393e-10
8840,1.26203e-10
8850,1.25758e-10
8860,1.26244e-10
8870,1.27145e-10
8880,1.35709e-10
8890,2.89157e-10
8900,3.0972e-10
8910,1.77942e-10
8920,1.13382e-10
8930,2.52774e-10
8940,1.82128e-10
8950,1.78465e-10
8960,2.34595e-10
8970,1.24035e-10
8980,1.07919e-10
8990,1.31884e-10
9000,1.28516e-10
9010,9.50383e-11
9020,1.35863e-10
9030,1.60928e-10
9040,2.2828e-10
9050,1.38048e-10
9060,1.44643e-10
9070,1.87328e-10
9080,1.36415e-10
9090,1.38258e-10
9100,1.93105e-10
9110,2.18455e-10
9120,1.42421e-10
9130,1.47838e-10
9140,2.17994e-10
9150,1.61044e-10
9160,2.06672e-10
9170,2.90394e-10
9180,2.22199e-10
9190,9.54574e-11
9200,1.33547e-10
9210,1.93275e-10
9220,1.92001e-10
9230,1.90133e-10
9240,1.22286e-10
9250,1.28975e-10
9260,1.23991e-10
9270,1.59342e-10
9280,1.74422e-10
9290,1.2335e-10
9300,1.70425e-10
9310,2.57254e-10
9320,2.17897e-10
9330,1.39571e-10
9340,1.94172e-10
9350,2.18855e-10
9360,2.03096e-10
9370,2.46142e-10
9380,1.54985e-10
9390,1.21731e-10
9400,1.64995e-10
9410,2.05857e-10
9420,2.66506e-10
9430,1.8988e-10
9440,1.90916e-10
9450,1.34206e-10
9460,1.89394e-10
9470,1.53257e-10
9480,1.95327e-10
9490,1.07835e-10
9500,1.29865e-10
9510,2.18705e-10
9520,1.66765e-10
9530,1.89155e-10
9540,1.93938e-10
9550,1.83865e-10
9560,1.67011e-10
9570,1.88463e-10
9580,3.03893e-10
9590,1.81152e-10
9600,2.27491e-10
9610,1.84344e-10
9620,1.77301e-10
9630,1.97291e-10
9640,2.37745e-10
9650,2.68487e-10
9660,1.77722e-10
9670,1.60657e-10
9680,4.49091e-10
9690,3.83448e-10
9700,5.72862e-11
9710,2.78633e-10
9720,1.17629e-10
9730,2.67888e-10
9740,2.1226e-10
9750,3.69116e-10
9760,1.77265e-10
9770,2.37686e-10
9780,1.51426e-10
9790,2.52471e-10
9800,4.16085e-10
9810,4.08681e-10
9820,4.5083e-10
9830,2.22288e-10
9840,1.50662e-10
9850,1.35986e-10
9860,8.46597e-10
9870,9.07448e-10
9880,2.33811e-09
9890,3.47788e-09
9900,1.94416e-09
9910,1.2877e-09
9920,1.38408e-09
9930,6.7686e-10
9940,7.49259e-10
9950,1.88672e-09
9960,8.66805e-10
9970,2.97265e-08
9980,5.49634e-07
9990,2.24771e-05
10000,0.00204391
