step, predict
3430,70.94
3440,70.8776
3450,65.8229
3460,71.0001
3470,69.0961
3480,70.1023
3490,70.2845
3500,69.7088
3510,70.4749
3520,70.4672
3530,69.8161
3540,70.2221
3550,68.7587
3560,65.9819
3570,68.07
3580,65.2323
3590,68.6054
3600,66.5278
3610,65.589
3620,66.3293
3630,64.2601
3640,65.3999
3650,63.4675
3660,63.7912
3670,64.619
3680,62.7952
3690,64.3168
3700,64.4256
3710,66.0042
3720,64.47
3730,63.6415
3740,63.5975
3750,61.9936
3760,62.4596
3770,61.0308
3780,63.6332
3790,59.3918
3800,61.2585
3810,62.795
3820,60.6813
3830,59.5827
3840,58.2196
3850,62.0743
3860,59.1816
3870,61.3257
3880,59.9939
3890,56.3075
3900,58.8757
3910,60.0528
3920,57.8525
3930,57.5536
3940,59.3016
3950,59.2481
3960,57.814
3970,57.1752
3980,56.2399
3990,57.7756
4000,57.2778
4010,57.3674
4020,56.1053
4030,55.3311
4040,56.1596
4050,56.0907
4060,56.3469
4070,53.3251
4080,54.1839
4090,54.1939
4100,54.2631
4110,54.1255
4120,52.2873
4130,54.0978
4140,53.5315
4150,51.8921
4160,51.6835
4170,53.6081
4180,54.4665
4190,52.5211
4200,52.0144
4210,51.0863
4220,51.0012
4230,48.5101
4240,51.4453
4250,49.7981
4260,49.0411
4270,50.3216
4280,50.1557
4290,51.7653
4300,50.9101
4310,49.5362
4320,48.1103
4330,47.008
4340,48.0101
4350,50.1032
4360,48.0305
4370,46.2504
4380,48.0889
4390,47.7996
4400,48.8239
4410,47.1896
4420,45.1246
4430,47.4907
4440,45.0161
4450,46.8159
4460,47.3381
4470,46.7798
4480,44.5619
4490,44.8857
4500,43.4758
4510,46.9299
4520,46.6798
4530,44.6678
4540,46.4744
4550,44.5952
4560,44.389
4570,45.2694
4580,43.5882
4590,44.3493
4600,42.6334
4610,42.6999
4620,44.2663
4630,42.3353
4640,42.2906
4650,41.4679
4660,42.9848
4670,42.7214
4680,42.3194
4690,42.9474
4700,41.5796
4710,41.7846
4720,41.2925
4730,40.9712
4740,40.1905
4750,41.4865
4760,42.0529
4770,40.9394
4780,40.2454
4790,39.9798
4800,38.3906
4810,40.1767
4820,38.3173
4830,39.3695
4840,38.1417
4850,39.7524
4860,38.3497
4870,38.8862
4880,39.5882
4890,37.6612
4900,36.9025
4910,38.7986
4920,38.3147
4930,36.8069
4940,36.4153
4950,37.0331
4960,36.591
4970,36.5837
4980,36.1717
4990,35.7393
5000,37.3833
5010,36.2853
5020,36.682
5030,36.2945
5040,35.7617
5050,36.2994
5060,35.4899
5070,34.7837
5080,35.1943
5090,34.9181
5100,35.5438
5110,34.3543
5120,32.0654
5130,35.1168
5140,34.61
5150,34.0975
5160,33.6516
5170,33.5757
5180,33.3047
5190,33.5239
5200,32.9178
5210,32.2174
5220,33.9491
5230,31.5361
5240,31.8244
5250,32.0998
5260,31.5676
5270,30.1249
5280,32.8207
5290,32.1451
5300,31.6158
5310,31.7204
5320,31.8163
5330,31.5239
5340,31.1997
5350,31.1925
5360,30.3174
5370,29.888
5380,30.3052
5390,31.0553
5400,30.0339
5410,29.74
5420,29.0138
5430,30.1009
5440,30.2875
5450,29.6754
5460,29.0154
5470,29.6302
5480,28.3389
5490,27.9553
5500,27.2482
5510,30.2254
5520,28.2843
5530,26.7574
5540,28.1215
5550,28.0093
5560,27.609
5570,26.9491
5580,27.8337
5590,27.4558
5600,26.0408
5610,27.6282
5620,26.4271
5630,25.9903
5640,26.4529
5650,26.9254
5660,26.8989
5670,26.2281
5680,25.4819
5690,26.0121
5700,25.7292
5710,26.5843
5720,26.256
5730,26.7515
5740,26.0013
5750,25.5993
5760,24.8028
5770,24.7102
5780,25.0025
5790,24.9714
5800,23.9779
5810,24.0719
5820,24.17
5830,24.5524
5840,25.1097
5850,24.5285
5860,22.8657
5870,24.1488
5880,23.6063
5890,23.8925
5900,23.0095
5910,23.7628
5920,23.7327
5930,24.0216
5940,22.6129
5950,23.0469
5960,23.2248
5970,21.5432
5980,23.0924
5990,21.2788
6000,22.0591
6010,21.9614
6020,21.0486
6030,22.4442
6040,22.8578
6050,22.0598
6060,21.5183
6070,21.9708
6080,20.7342
6090,21.3776
6100,21.22
6110,20.6141
6120,21.7922
6130,20.6537
6140,21.0307
6150,19.7996
6160,20.7522
6170,20.1735
6180,19.4304
6190,20.6564
6200,20.0678
6210,20.7277
6220,20.7252
6230,19.6394
6240,20.1237
6250,20.4304
6260,19.2352
6270,19.4361
6280,19.3091
6290,19.5334
6300,18.6348
6310,18.9516
6320,18.7361
6330,19.2229
6340,18.0472
6350,18.1709
6360,18.4009
6370,18.7115
6380,18.5746
6390,18.0626
6400,17.6745
6410,18.2284
6420,17.7269
6430,18.1192
6440,18.4326
6450,17.0544
6460,18.3894
6470,17.6142
6480,17.4898
6490,17.4668
6500,17.4525
6510,16.8771
6520,16.551
6530,16.8396
6540,16.724
6550,16.8204
6560,16.9199
6570,16.4517
6580,16.3695
6590,16.1084
6600,16.632
6610,15.7415
6620,15.8318
6630,16.289
6640,16.0653
6650,15.5006
6660,16.2107
6670,15.9322
6680,16.2319
6690,15.9411
6700,15.5117
6710,15.4934
6720,15.1294
6730,15.6043
6740,14.9903
6750,14.6633
6760,14.715
6770,14.8243
6780,15.0197
6790,15.1007
6800,14.8449
6810,13.9727
6820,14.2169
6830,14.1126
6840,14.5168
6850,14.9579
6860,13.971
6870,14.4245
6880,13.7475
6890,14.2651
6900,14.3048
6910,13.7794
6920,13.6574
6930,13.9567
6940,13.9599
6950,13.1101
6960,13.4225
6970,13.9033
6980,13.7211
6990,13.1153
7000,13.0716
7010,13.0964
7020,12.2959
7030,12.8995
7040,12.6737
7050,12.7428
7060,11.8312
7070,12.6751
7080,12.3254
7090,12.4392
7100,12.6839
7110,12.241
7120,12.158
7130,12.4021
7140,12.2571
7150,11.9333
7160,12.1852
7170,11.8718
7180,11.8507
7190,11.5526
7200,11.634
7210,11.8624
7220,11.6958
7230,11.5452
7240,11.2021
7250,11.3092
7260,11.1565
7270,11.1737
7280,11.4103
7290,11.2025
7300,11.4951
7310,10.9428
7320,10.6459
7330,11.1784
7340,10.4868
7350,10.4129
7360,10.3981
7370,10.5917
7380,10.7231
7390,10.8325
7400,10.172
7410,10.3272
7420,10.2723
7430,10.1529
7440,9.67952
7450,9.9091
7460,10.149
7470,10.4698
7480,9.71603
7490,9.94135
7500,9.9443
7510,9.83595
7520,9.76774
7530,9.87615
7540,9.54768
7550,9.37576
7560,9.32133
7570,9.3751
7580,9.05166
7590,9.40574
7600,9.14506
7610,9.66768
7620,9.12278
7630,8.94833
7640,8.69106
7650,8.80958
7660,8.93975
7670,9.18079
7680,8.86015
7690,8.38174
7700,8.87766
7710,8.70203
7720,8.85907
7730,8.74195
7740,8.41646
7750,8.39457
7760,8.27119
7770,8.35241
7780,8.58538
7790,8.43816
7800,8.04989
7810,8.07297
7820,8.15842
7830,7.99532
7840,7.95975
7850,8.30762
7860,7.70709
7870,7.57679
7880,7.6054
7890,8.03517
7900,7.68553
7910,7.47541
7920,7.69269
7930,7.60914
7940,7.46475
7950,7.44426
7960,7.436
7970,7.32988
7980,7.08559
7990,7.12439
8000,7.14251
8010,7.21015
8020,7.02119
8030,7.18242
8040,7.02497
8050,6.85706
8060,7.05941
8070,6.99971
8080,6.88537
8090,6.68438
8100,6.80764
8110,6.64168
8120,6.61755
8130,6.63954
8140,6.52865
8150,6.702
8160,6.46214
8170,6.38992
8180,6.03453
8190,6.08993
8200,6.20494
8210,6.22364
8220,6.26439
8230,6.23363
8240,6.1709
8250,6.03857
8260,5.99543
8270,5.84943
8280,6.1532
8290,5.82188
8300,5.70127
8310,5.99062
8320,5.58644
8330,5.79649
8340,5.86735
8350,5.85717
8360,5.77588
8370,5.73353
8380,5.66302
8390,5.38387
8400,5.29306
8410,5.68487
8420,5.23859
8430,5.32492
8440,5.55924
8450,5.19537
8460,5.40078
8470,5.41746
8480,4.88855
8490,5.24606
8500,5.1118
8510,5.09376
8520,5.10692
8530,4.97118
8540,4.89507
8550,5.02835
8560,4.91204
8570,4.86535
8580,4.72426
8590,4.97168
8600,4.58646
8610,4.78851
8620,4.66287
8630,4.68665
8640,4.75901
8650,4.72111
8660,4.59909
8670,4.55624
8680,4.57033
8690,4.43342
8700,4.58156
8710,4.31091
8720,4.26698
8730,4.39083
8740,4.25103
8750,4.37826
8760,4.29294
8770,4.2843
8780,4.1831
8790,3.94199
8800,4.22364
8810,4.20409
8820,3.9768
8830,4.00589
8840,3.93232
8850,3.92681
8860,3.92013
8870,3.68288
8880,3.94521
8890,3.79046
8900,3.98591
8910,3.7027
8920,3.76319
8930,3.66481
8940,3.49791
8950,3.78472
8960,3.62758
8970,3.59856
8980,3.57553
8990,3.45602
9000,3.56409
9010,3.66599
9020,3.46321
9030,3.54777
9040,3.36847
9050,3.37357
9060,3.31603
9070,3.3729
9080,3.47253
9090,3.38152
9100,3.26901
9110,3.36922
9120,3.27309
9130,3.22664
9140,3.14459
9150,3.12343
9160,3.11439
9170,3.02696
9180,2.90551
9190,3.06536
9200,3.05937
9210,2.80828
9220,3.00732
9230,2.9549
9240,2.98554
9250,2.91486
9260,2.88596
9270,2.88031
9280,2.88132
9290,2.89923
9300,2.86626
9310,2.76716
9320,2.77571
9330,2.72219
9340,2.76548
9350,2.56669
9360,2.69197
9370,2.70172
9380,2.64376
9390,2.56417
9400,2.59771
9410,2.59675
9420,2.64309
9430,2.51588
9440,2.46747
9450,2.43504
9460,2.46567
9470,2.3424
9480,2.40498
9490,2.39309
9500,2.32499
9510,2.40007
9520,2.4278
9530,2.36867
9540,2.1622
9550,2.31264
9560,2.27306
9570,2.30685
9580,2.21963
9590,2.2672
9600,2.12135
9610,2.14824
9620,2.10224
9630,2.08431
9640,2.02911
9650,2.05989
9660,2.05949
9670,2.03205
9680,2.06076
9690,1.95273
9700,2.09076
9710,1.98086
9720,1.98437
9730,1.95027
9740,1.96768
9750,1.88234
9760,1.88511
9770,1.87805
9780,1.7645
9790,1.8155
9800,1.76714
9810,1.79554
9820,1.91106
9830,1.7723
9840,1.70963
9850,1.73895
9860,1.75063
9870,1.74081
9880,1.70756
9890,1.66344
9900,1.62489
9910,1.6099
9920,1.64169
9930,1.58627
9940,1.57263
9950,1.55147
9960,1.59621
9970,1.59757
9980,1.55526
9990,1.54334
10000,1.51922
